年,月,日,今津降水量の合計(mm),南小松降水量の合計(mm),大津降水量の合計(mm),今津1時間降水量の最大(mm),南小松1時間降水量の最大(mm),大津1時間降水量の最大(mm),今津平均風速(m/s),南小松平均風速(m/s),大津平均風速(m/s),今津日照時間(時間),南小松日照時間(時間),大津日照時間(時間),今津最深積雪(cm),今津降雪量合計(cm),今津最大風速(m/s),今津最大風速方角(m/s),今津最大瞬間風速(m/s),今津最大瞬間風速方角(m/s),今津最多風向(16方位),南小松最大風速(m/s),南小松最大風速方角(m/s),南小松最大瞬間風速(m/s),南小松最大瞬間風速方角(m/s),南小松最多風向(16方位),大津最大風速(m/s),大津最大風速方角(m/s),大津最大瞬間風速(m/s),大津最大瞬間風速方角(m/s),大津最多風向(16方位),今津平均気温(℃),今津最高気温(℃),今津最低気温(℃),南小松平均気温(℃),南小松最高気温(℃),南小松最低気温(℃),大津平均気温(℃),大津最高気温(℃),大津最低気温(℃),今津10分間降水量の最大(mm),南小松10分間降水量の最大(mm),大津10分間降水量の最大(mm),遅延フラグ(遅延1)
2016,7,2,0,0,0,0,0,0,1.9,1.8,2.1,9.1,10.2,11.6,0,0,7.2,4,12.4,4,2,5.5,4,10,4,4,5.3,6,10.3,6,6,27.7,33.7,23,27.9,33.6,23.1,28.6,33.6,23.5,0,0,0,0
2016,7,3,12.5,38,5,11.5,32.5,5,1.4,1.5,2.2,0.9,2.9,5.2,0,0,3.7,0,7,0,0,5.3,0,10.9,7,6,5.8,1,10.9,1,6,25.5,30.2,23.1,26.3,32.5,23.4,27.5,32.8,24.8,7,10.5,5,0
2016,7,4,24.5,12,0.5,18.5,12,0.5,1.2,1.1,1.3,3.4,1.5,3.3,0,0,4.4,7,10.2,0,6,6.4,6,14.2,6,2,3.6,0,8.8,0,7,24.8,29.2,22.6,24.9,28.3,23,26.5,31.2,24.1,11.5,11.5,0.5,0
2016,7,5,2,0,1,2,0,1,1.4,1.2,1.8,6.4,7.8,8.7,0,0,4,3,6.6,3,2,3.2,4,7.1,4,4,3.6,2,6.4,2,7,26.6,31.4,21.8,26.1,31.9,22.4,27.4,33.5,23.1,2,0,1,0
2016,7,6,0.5,1,0,0.5,1,0,1.9,1.5,2,7.9,6,9.4,0,0,3.6,7,6.6,0,2,3.5,2,5.7,4,2,4,6,8.7,6,6,26.7,29.8,24,26.1,30.5,23.5,28.3,34.1,24.4,0.5,1,0,0
2016,7,7,40.5,0,0,24,0,0,1.4,1,1.9,4.6,4.9,7.8,0,0,4.1,6,7.3,6,6,2.9,7,5.6,7,2,4.4,7,6.7,7,7,26.4,31,23.7,26.7,30.8,23.6,28.2,31.6,25.2,11,0,0,0
2016,7,8,2,3,3.5,1,1,1,1.1,0.7,1.2,0,0,0,0,0,4.1,2,6.2,2,6,2.3,3,3.6,2,6,3.6,7,5.9,4,4,24.6,27,22.4,24.8,26.8,22.7,25.8,28.9,23.5,0.5,0.5,0.5,0
2016,7,9,30.5,40.5,39,8.5,10,9,2,1,1.1,0.1,0,0,0,0,5.3,2,8,2,2,2.8,3,5.7,3,6,2.5,7,4.3,7,1,22.6,24.6,21.3,22.6,24.1,21,22.9,25,21,2,4.5,3.5,0
2016,7,10,0,0,0,0,0,0,1.3,0.9,1,9.6,4.9,5.7,0,0,2.9,2,5,6,6,3,3,4.1,2,2,2.7,7,5.2,0,7,25.5,30.2,21.3,25.7,30.1,22.1,26.9,31.4,22.9,0,0,0,0
2016,7,11,0,0,0,0,0,0,1.6,1.1,1.5,11.5,10.6,9.2,0,0,4,6,7.4,7,7,2.9,2,4.4,2,2,3.1,5,7.8,5,7,26.4,32.2,21.2,26.7,31.7,22.8,28.2,32.3,23.8,0,0,0,0
2016,7,12,0,1.5,4,0,1,2,1,0.6,1.2,0.2,0,0.2,0,0,2.2,2,3.2,3,6,1.7,2,2.7,2,2,2.4,5,5.2,6,4,25.5,28.1,22.4,25.8,27.8,24.3,27.2,30.4,25.7,0,0.5,0.5,0
2016,7,13,23,17,12,11,10,9.5,1.2,1.2,1.6,0.2,0,0.3,0,0,4.7,4,6.9,4,4,4,4,7,4,4,3.5,6,7.6,5,6,26.2,28.7,24,26.1,27.9,24.3,26.9,29.1,25.6,8.5,4,6,0
2016,7,14,6.5,17,28,3,9,24.5,1.4,1.2,1.4,7,6.2,6.8,0,0,3.6,6,6.5,6,6,3.7,2,7.2,4,6,5.1,4,11.6,4,6,25.5,30,22.6,25.4,29.5,23,26.4,31.5,23.2,1.5,4.5,15,0
2016,7,15,3,0,0,1,0,0,2.2,1.2,2.7,0.7,1.6,0.1,0,0,5.3,6,9,6,6,3.2,4,7.4,0,6,5.9,6,9.4,6,6,21.9,24.1,20.9,23.4,26.8,21.7,24,26,21.8,0.5,0,0,0
2016,7,16,0,0,0,0,0,0,2.3,1,1.4,5.5,4.1,2.8,0,0,5.5,2,7.6,2,2,2.6,2,5,4,6,3.4,7,5,7,3,24.5,29,19.9,25.1,28.6,20.9,25.6,30.8,20.9,0,0,0,0
2016,7,17,8.5,1.5,2.5,5.5,1.5,2,1.7,1,1.2,0.2,0.3,0.1,0,0,3.8,0,7,0,2,2.9,2,6,7,6,3,1,5.7,1,7,25.1,27.3,23.6,25.8,29,24.1,26.2,29.7,24.5,2.5,0.5,1.5,0
2016,7,18,0,0,0,0,0,0,1.6,1.5,1.6,7.9,6.8,9.3,0,0,3.9,7,7.4,7,6,4,6,8.8,6,0,3.5,2,6.6,1,4,24.9,29.1,21.5,26,29.8,22.1,26.5,31.7,22.4,0,0,0,0
2016,7,19,0,0,0,0,0,0,2.5,1.9,1.9,9.3,10.8,13.2,0,0,4.1,6,7.3,7,6,4.5,7,11.9,6,6,3.8,1,6.7,1,4,25.3,30,20.9,25.7,30.5,20.9,26.4,32.1,20.7,0,0,0,0
2016,7,20,0,0,0,0,0,0,2.6,1.5,1.9,12.2,12.8,13.6,0,0,5,7,8.9,7,6,3.8,7,8.1,6,0,4.3,2,8,0,4,25.3,29.9,21.7,25.6,30.6,20.2,26.1,32.4,20.8,0,0,0,0
2016,7,21,0,0,0,0,0,0,1.8,1.2,2,10,9.2,10.9,0,0,4.3,7,8.3,7,7,3.8,0,7.5,0,4,4.1,2,7.5,1,7,24.6,29.8,19.3,24.9,30,20.5,25.7,30.7,20.9,0,0,0,0
2016,7,22,0,0,0,0,0,0,1.7,1.5,2.3,11,8,7.9,0,0,4.1,4,7.2,4,6,3.7,4,7.9,3,4,5,2,9.6,3,2,25.1,30.7,19.5,25,29.9,20.4,25.7,31.6,22,0,0,0,0
2016,7,23,0,0,0,0,0,0,2.2,1.7,2.3,10.3,7.1,5.7,0,0,5,2,7.4,2,2,3.5,4,6.6,4,4,4.1,2,7,2,2,25.5,29.3,22,25.3,29.4,22.5,25.9,30.9,22.6,0,0,0,0
2016,7,24,0,0,0,0,0,0,1.5,1.3,1.9,7.8,6.1,10,0,0,3.8,2,5.1,2,2,3.2,2,5,6,6,3.8,7,6.4,7,7,25.6,29.2,22.8,25.5,28.9,22.1,26.3,30.8,22.2,0,0,0,0
2016,7,25,0,0,0,0,0,0,1.6,0.9,1.4,0.4,0.2,0,0,0,4.3,2,6.8,2,2,2.3,4,4.6,4,4,2.7,7,4.5,4,3,25.5,27.8,24.1,25.7,28.3,23.5,26,29.1,23.4,0,0,0,0
2016,7,26,80,39,13.5,20,8.5,4,2,0.8,1.3,0,0,0,0,0,5.6,2,8.8,2,2,3.6,4,6.3,4,6,2.6,4,4.9,4,4,22.7,24.6,21.5,23.5,25.6,22.3,24.4,26.6,22.9,5.5,2.5,2,0
2016,7,27,1,0,0,0.5,0,0,1.2,0.9,1.3,3.8,2.4,4.1,0,0,3.8,2,5.7,2,1,3.5,2,4.9,4,2,3.6,7,5.5,7,7,25.2,29.3,21.9,25.2,28.4,22.6,26.6,31,23,0.5,0,0,0
2016,7,28,0,0,0,0,0,0,2.2,1,1.7,6.8,5,1.6,0,0,4.6,2,6.4,2,2,2.9,2,4.2,2,2,3.5,7,6.6,7,2,26.7,30,24.2,26.7,30.1,24.6,27.4,31.8,25.1,0,0,0,0
2016,7,29,0,0,0,0,0,0,1.8,1.3,1.8,12.4,12.5,10.9,0,0,3.9,2,5.4,2,2,3.4,2,5,2,5,3.7,7,5.6,4,3,27.1,31.8,23.4,27.2,30.9,23.8,27.9,33.4,23.4,0,0,0,0
2016,7,30,0,0,0,0,0,0,1.5,1,1.9,10.7,9.8,11.1,0,0,3.2,2,5.2,3,6,2.5,2,4,2,2,4.1,7,6,7,7,27,31.8,22.9,27.4,33.2,23.1,27.9,32.7,23.5,0,0,0,0
2016,7,31,0,0,0,0,0,0,1.8,1.1,1.4,12.3,11.2,9.7,0,0,4.9,6,7.4,6,6,3,7,8.3,3,6,3.7,6,6.1,1,4,27.7,34.2,22.8,28,34.5,23.9,28.6,35.3,24,0,0,0,0
2016,8,1,0,0,0,0,0,0,1.8,1.9,1.8,9.1,11.2,11.8,0,0,5.2,6,9.3,6,6,6,7,10.9,7,7,3.9,2,8.3,0,4,27.7,32.4,24.1,28.3,33.2,24,28.9,34.7,24.5,0,0,0,0
2016,8,2,0,0,0,0,0,0,1.7,1.4,1.8,9.4,9.6,6.2,0,0,4.9,6,8.7,6,6,4.3,7,9.9,7,7,4.1,2,7.4,2,4,27.1,32.5,22.6,27.5,33.1,23.1,28,33.4,24,0,0,0,0
2016,8,3,0,0,0,0,0,0,1.6,1.3,1.8,10.1,11.6,9.3,0,0,3.9,7,8.2,7,6,3.4,0,7.3,0,2,4.1,7,7.4,1,2,26.8,32.3,22.6,27.7,33.2,23.8,28,33.5,23.5,0,0,0,0
2016,8,4,0,0,4.5,0,0,4.5,1.5,1.2,1.7,11.7,11.6,11.2,0,0,3.6,0,7,6,6,3.3,2,4.9,2,2,3.8,7,6.2,2,7,27.8,33.5,23.3,28,32.8,23.3,28.7,34.8,24.3,0,0,3.5,0
2016,8,5,0,0,0,0,0,0.5,1.4,1.2,1.7,12.2,11.2,10.8,0,0,3.3,6,5.5,6,6,2.9,2,5.1,6,2,4.1,7,6.3,7,7,28.6,33.8,24,28.7,33,24.8,29.6,35,25.2,0,0,0,0
2016,8,6,0,0,0,0,0,0,1.5,1.1,1.8,10.6,10.1,9.4,0,0,2.9,2,5.4,6,6,3.1,2,6.2,4,2,3.7,7,7.5,6,4,28.9,34.8,24.1,29.1,33.5,25.6,29.5,34.8,25.7,0,0,0,0
2016,8,7,0,0,0,0,0,0,1.7,1.2,1.8,12.7,12.3,11.5,0,0,3.9,2,7.4,4,6,2.5,4,5,4,6,4.4,2,7.7,3,3,29.1,34.6,24.6,29.6,35.3,25,30.1,36,24.9,0,0,0,0
2016,8,8,0,0,0,0,0,0,2.8,2.6,2.2,11.9,12.1,11.6,0,0,6.1,7,12.1,6,7,7.1,6,13.8,0,7,5.5,7,9,7,7,28.3,33.2,23.3,29.3,34.7,24.8,29.8,36.3,25.7,0,0,0,0
2016,8,9,0,0,0,0,0,0,2.3,2,2.3,9.9,9.4,10.1,0,0,4.9,6,10.2,7,7,4.1,6,9.7,6,0,4.3,7,7.7,0,0,27.7,32,23.5,28.9,33.5,24.2,29.3,34.8,25.2,0,0,0,0
2016,8,10,0,0,0,0,0,0,2.2,1.3,1.9,10.6,10.8,11.2,0,0,4.9,6,11.6,0,6,3.7,0,7.2,0,4,3.9,1,6.7,1,4,25.6,30.5,21.6,26.7,32.8,20.7,26.9,34.1,22.3,0,0,0,0
2016,8,11,0,0,0,0,0,0,1.8,1,1.7,11.8,11.8,11.3,0,0,4.6,6,7.7,7,6,2.7,3,4.5,2,6,3.5,1,6.1,1,2,25.3,31.7,19.5,25.7,31.6,20.2,26.7,34.3,20.2,0,0,0,0
2016,8,12,0,0,0,0,0,0,1.6,1,2,12.2,11.7,11.3,0,0,4.4,2,6.7,2,2,3,2,5.3,4,2,4.3,2,6.6,2,2,27.2,32.7,20.8,27.4,33.6,21.6,28.2,35.8,22.5,0,0,0,0
2016,8,13,0,0,0,0,0,0,1.3,1.4,1.3,10,9.5,8.3,0,0,3.2,2,5,2,6,3.2,2,4.9,2,6,3.3,7,5.4,7,4,28,32.6,23.6,28.4,31.8,24,29.1,35.6,24,0,0,0,0
2016,8,14,0,0,1.5,0,0,1.5,1.6,1.1,1.4,8.5,5.3,3.1,0,0,3.9,7,7.9,6,2,3,2,4.4,2,6,3.7,7,7.7,0,4,28.2,34.2,24.6,28.4,32.8,25.4,28.6,33.9,25.8,0,0,1.5,0
2016,8,15,7.5,3,0.5,7.5,3,0.5,1.2,1,1.2,2.3,2.6,3,0,0,4.6,0,9.4,0,6,4.5,2,9,0,0,5.1,0,11,0,0,25.8,29.7,23.3,26.4,30.9,24.6,27.3,34.1,24.7,6,2.5,0.5,0
2016,8,16,1,7.5,8,1,6.5,4.5,1.5,1,1.5,6,6.7,4.2,0,0,4.3,6,6.9,6,6,2.7,2,4,4,2,3.9,7,7.8,4,1,27.8,32.9,23.8,27.9,32.2,24.6,28.4,35.3,24.2,0.5,3,1.5,0
2016,8,17,0.5,1,0,0.5,1,0,1.6,0.9,1.4,0.4,0.7,5.2,0,0,4,6,7.8,0,6,2.8,3,6.2,6,4,3.2,7,6,0,3,27,29.7,24.8,26.9,29.6,24.5,27.5,31.6,24.2,0.5,0.5,0,0
2016,8,18,0,0,0,0,0,0,1.4,1,1.7,5.3,7,9.2,0,0,4.6,7,8.7,7,6,4.2,7,8.5,0,7,3.4,2,6.8,0,2,27.7,32.2,24.1,28.2,33.4,23.7,29,34.8,25,0,0,0,0
2016,8,19,0,0,0,0,0,0,1.8,1.2,1.8,10.6,11.4,7.6,0,0,3.7,7,7,7,6,3.2,2,5.7,0,2,4.5,7,7,7,7,28.9,34.8,24.5,29.1,34.1,24.9,29.5,35.7,25.3,0,0,0,0
2016,8,20,0,0,3,0,0,2.5,1.9,1.6,1.8,10.7,11.2,10.4,0,0,4.8,7,8.6,7,6,4.3,4,9.3,0,0,5.3,2,8.3,2,4,29.1,33.6,25.1,29.5,35.4,24.8,29.3,36,24.9,0,0,1.5,0
2016,8,21,0,0,0,0,0,0,1.7,1.3,2.2,10.8,8.7,7.7,0,0,4.2,2,5.9,2,6,3,2,4.2,2,6,5,2,8.2,2,2,28.6,33.6,24.6,29,34.1,26.5,29.4,35,25.6,0,0,0,0
2016,8,22,3,0,0,1.5,0,0,2.3,2.4,1.9,6.2,7.1,7.7,0,0,6,6,11.5,7,6,7.1,7,13.7,7,7,4.6,6,9.8,6,4,28,33.9,24.7,29,34.8,25.6,29.7,35.8,25.8,1.5,0,0,0
2016,8,23,0.5,0.5,0,0.5,0.5,0,2.3,2.3,2,10.8,9.8,7.7,0,0,5.2,7,10,7,7,5.3,7,11.9,7,0,4,1,7.1,1,1,27.7,31.9,24.1,28.6,33,25.1,29.1,34.8,26.1,0.5,0.5,0,0
2016,8,24,0,0,2,0,0,2,2,1.2,2,5.4,3.8,3,0,0,6.2,2,8.9,2,2,3.2,2,5.7,4,2,4.2,2,7.5,2,2,28,32,23.9,28,32.1,24.7,28.5,34,25.8,0,0,1.5,0
2016,8,25,0,0,0,0,0,0,2.7,1.4,2,9.7,5.7,4.9,0,0,4.8,2,7.4,2,2,3.4,4,5.8,2,4,4.5,2,8,2,2,28.8,32.6,25.9,28.5,33.1,25.4,29.1,35.4,25.6,0,0,0,0
2016,8,26,13.5,0,0.5,11.5,0,0.5,1.7,2,1.4,6.2,7.6,7.7,0,0,4.4,6,8.2,6,6,8.2,7,16.2,0,6,4,0,7.8,0,7,26.8,32.9,23.4,27.7,32.6,23.9,28.2,35.2,23.8,4,0,0.5,0
2016,8,27,3,0.5,0,1.5,0.5,0.5,2,1.6,1.7,2.8,2.4,3.8,0,0,6,6,10.1,7,7,6.1,7,10.1,7,7,3.5,0,6.8,0,4,24.3,28.3,22.2,25.5,29.4,22.7,25.9,31.5,22.7,0.5,0.5,0,0
2016,8,28,3,3,0.5,2.5,2.5,0.5,1.4,1.3,2.1,0.4,0,1,0,0,3.8,4,6.6,4,6,4.5,4,8,4,0,5.5,2,10.3,3,2,23.9,27,20.5,24.6,26.6,21.7,24.7,29.1,21.7,1.5,1,0.5,0
2016,8,29,55,64.5,76,10,11.5,13,1.7,1.6,1.8,0.4,0.2,0,0,0,5,4,10.2,4,5,3.7,6,8.9,4,5,4.6,2,10,2,4,24.2,29.8,20.2,24.6,29.7,20.4,24.4,29.1,20.3,2.5,4.5,4,0
2016,8,30,19,18.5,12.5,9,9.5,7.5,1.7,1.3,2.4,5,3.9,7.5,0,0,4.7,6,8.4,6,6,4.2,6,9.4,6,6,4.9,6,9.7,6,5,22.1,26.8,19.1,22.8,27.8,19.5,23.4,27.1,20,2,1.5,2,0
2016,8,31,0,0,0,0,0,0,2.7,2,1.9,12,11.6,12.4,0,0,7.3,4,12.5,4,6,6.6,4,13.2,4,4,4.4,6,9.4,6,6,24.8,31.3,18.5,25.1,30.9,18.8,25.9,31.1,20.6,0,0,0,0
2016,9,1,0,0,0,0,0,0,1.5,0.9,1.5,10.1,10.5,10.6,0,0,2.5,0,4.6,0,6,2.4,2,3.7,3,3,3.4,7,5.3,7,4,24.2,30.8,18.7,24.4,30.9,19.2,25.3,32.3,19.4,0,0,0,0
2016,9,2,0,0,0,0,0,0,2.3,0.7,2.1,9.5,8,8.7,0,0,4.9,2,6.9,2,6,2.1,4,5.8,4,2,5,3,9.7,2,2,25.3,31.4,18.9,25.6,30.6,20,26.2,32.7,20,0,0,0,0
2016,9,3,0,0,0,0,0,0,1.7,1.7,2.4,6.9,5.1,4.2,0,0,4.6,4,7.7,4,4,4,4,6.7,4,4,5.8,2,11.3,2,2,26.7,32.4,21.3,27.3,32,24,27.4,33,23.5,0,0,0,0
2016,9,4,0,2.5,0.5,0,2.5,0.5,3.3,1.9,2.8,10.7,8.4,7.2,0,0,6.1,2,9.3,3,4,4.6,4,7.7,4,4,5.8,2,9.8,3,2,28.6,33.2,24.8,27.9,32.5,24.4,28.2,32.7,24.9,0,1.5,0.5,0
2016,9,5,3,5,0.5,2,2,0.5,2.4,1.2,1.5,1.1,0.5,1.1,0,0,6.7,2,10.5,2,2,3.7,4,7.7,4,6,3.8,2,6,0,2,25.7,28.2,24.1,25.7,28.7,23.6,26.9,30.9,24.2,0.5,1,0.5,0
2016,9,6,0,0,3.5,0,0,3.5,1.5,1,1.7,8.2,5.9,5.7,0,0,3.6,2,6.4,4,6,3.6,4,7.2,4,2,5.6,2,8.9,2,4,27.2,32.4,24,26.6,30.8,24.1,26.4,32.3,23.4,0,0,2.5,0
2016,9,7,0,1,0,0,1,0,1.7,1,1.6,8,8.1,7.2,0,0,3.9,2,7,2,6,2.6,2,4,2,2,3.7,2,5.9,2,7,27.4,33.2,23.6,27.6,32.9,23.8,27.8,33.6,23.5,0,0.5,0,0
2016,9,8,18,15,21,16,13.5,20,2.3,1.3,2.3,0.3,0.3,3.2,0,0,5.9,6,11.3,6,6,3.6,5,12.1,0,6,5.1,6,8.8,6,6,24.6,26.7,21.6,25,27.3,22.5,25.8,29.2,23,7.5,6.5,12.5,0
2016,9,9,0,0,0,0,0,0,2,1.7,2.1,3.8,5,7,0,0,5.5,6,9,6,6,3.7,0,9.3,0,2,3.8,0,7.7,0,6,22.8,27.8,20,24,27.7,22.4,24.4,29,20.5,0,0,0,0
2016,9,10,0,0,0,0,0,0,1.9,1.3,1.8,10.5,10.7,10.9,0,0,4.1,7,7.6,7,6,3.3,4,6,0,4,4.3,1,7.2,1,4,23.2,28.8,18.5,23.9,28.7,18.9,23.9,30.5,19,0,0,0,0
2016,9,11,0,0,0,0,0,0,1.3,1,1.6,6.6,5.4,6.2,0,0,2.9,6,4.5,2,6,2.9,2,4.1,2,6,3.6,7,5.7,7,7,24.6,30.3,20.2,24.9,29.4,21.5,25.9,30.9,21.5,0,0,0,0
2016,9,12,0,3,1,0,3,1,2,1.4,1.9,2.6,1.5,2.3,0,0,5.6,2,8.5,2,3,3.7,4,7.3,4,4,5,2,8.7,3,3,25.1,28.1,20.8,25.5,28,23.2,25.8,30.3,22.5,0,2.5,1,0
2016,9,13,21,35,11,4.5,11,4.5,1.5,1.2,1.2,0.2,0.7,0,0,0,4.1,6,7.2,6,6,3.9,6,10.4,0,6,3.5,2,5.4,2,2,24.2,26.8,22.7,24.9,28.1,23.3,24.7,26.5,23.3,1.5,3.5,2,0
2016,9,14,0,0,0,0,0,0,1.6,1,1.2,2.5,1.1,1,0,0,3.2,6,6.9,0,6,3.1,0,6.1,0,6,2.6,2,5,2,2,24,28.3,21.3,24.3,26.8,22.1,24.4,27.1,21.9,0,0,0,0
2016,9,15,0,0,0,0,0,0,1.6,0.6,0.9,0.1,0,0.6,0,0,3.2,6,5.6,0,6,2.2,1,5.6,1,4,2.3,7,3.7,7,4,23,26.4,19.2,22.9,26.1,19.8,23.6,26.4,20.8,0,0,0,0
2016,9,16,0,0,0,0,0,0,1.2,0.8,1.1,2,2.4,3.8,0,0,2.4,2,3.6,2,6,2.4,2,3.6,2,2,3.2,7,5.1,0,7,22.9,28.3,18.4,23.4,27.5,19.4,24.5,30,20.5,0,0,0,0
2016,9,17,0,0,0,0,0,0,1.2,0.8,1.2,2.3,1.4,2.5,0,0,2.8,2,5,4,2,2.5,2,4,2,0,3,7,4.7,7,7,25.2,29,21.9,25.4,28.5,22.9,26.2,30,23.2,0,0,0,0
2016,9,18,21,29.5,76,4,6,30,1.3,1.2,1.4,0,0,0,0,0,4,4,6.8,4,4,4,4,7.8,4,6,6.1,6,10.8,6,4,23.8,25.6,22.3,23.6,25.7,22.2,23.7,26.2,21.7,1.5,3,11,0
2016,9,19,16,16,30.5,6.5,3.5,8.5,1.4,0.5,0.9,0,0,0.1,0,0,4.2,6,8,6,6,1.9,2,3.6,2,0,2.5,0,5.5,0,2,22,25,22,22.9,25.3,20.9,23,26.4,21.3,1.5,1,4.5,0
2016,9,20,107.5,66,63.5,32.5,21,16.5,1.8,3.4,2.2,0,0,0,0,0,7.7,6,12.4,6,6,10.8,7,21.9,0,7,7.2,0,17.1,0,2,22,25,22,21.9,23.7,20.7,21.1,22,19.6,8.5,6,4,0
2016,9,21,1.5,6,3,1,1.5,2,1.1,0.9,1.2,0,0.1,0,0,0,3.2,2,5.4,0,6,2.2,3,5,6,6,2.5,4,4.7,4,1,22,25,22,21,23.8,19.8,21.1,23.7,19.3,0.5,1,1,0
2016,9,22,23,37,25,9,15,13,0.9,0.9,1.2,0,0,0,0,0,3.1,2,4.9,2,6,3.2,6,5.1,6,7,3.2,0,6,0,1,22,25,22,22.1,23.4,20.9,22.3,24.4,20.9,2.5,4.5,7,0
2016,9,23,0,0,0,0.5,0,9.5,2.1,1.3,1.1,2.6,1.8,0.7,0,0,4.7,7,8.9,7,6,4.9,7,9.8,6,6,3.6,2,5.6,2,2,22,25,21,22.1,26,18,22.1,25.4,19.5,0,0,0,0
2016,9,24,0,0,0,0,0,0,1.3,0.8,0.8,2.2,1.4,1,0,0,4.6,2,6.6,2,6,4.3,3,8.3,4,6,2.4,7,3.9,7,1,22,25,21,21.1,23.5,17.3,21.4,24.2,18.4,0,0,0,0
2016,9,25,0,2.5,9,0,2.5,9,1.1,0.9,1.4,4.8,3.9,4,0,0,3.8,2,5.2,2,6,3,2,5.1,6,6,3.3,7,5.5,7,0,22,25,21,23.7,27.7,20.4,24.2,28.2,20.3,0,2,3.5,0
2016,9,26,15.5,19.5,5.5,8,9,9.5,0.7,0.9,1.2,0.3,0.4,2.4,0,0,1.6,6,2.6,0,6,2.4,6,4.3,6,6,3.2,7,5.1,7,1,22,25,21,23.6,26,21.2,24,27.6,21.4,2,3.5,1.5,0
2016,9,27,0,0,0,0,0,0,1.2,1,1.2,7.7,6.7,4.8,0,0,3,2,4.3,2,2,2.6,2,4.4,6,6,3.6,7,5.5,0,0,22,25,21,25.5,29.6,21.2,25.1,29.5,20.8,0,0,0,0
2016,9,28,39.5,38,79,19,14.5,25,1,0.7,0.8,1,0.2,0,0,0,3,0,6.2,0,6,2.4,4,5.3,5,6,3.5,0,6.6,0,4,22,25,21,23.9,26.9,22.9,23.9,27,22.7,9,5.5,10,1
2016,9,29,34.5,20,10,22,8,3.5,2,2.6,1.6,2.2,0,0.3,0,0,5.5,0,10.8,0,7,10.7,7,19.5,7,7,4.6,7,9,5,4,22,25,21,22.3,24.7,20.1,22.3,25.4,19,6.5,3,2,0
2016,9,30,14,14,8,5.5,7.5,5.5,1.5,1.2,1.5,5.3,5.7,5.9,0,0,3.3,2,7.2,2,2,3.3,3,6.4,3,4,3.5,7,5.4,6,4,22,25,21,20.8,26.1,15.3,21.4,26.1,17.4,2,2,2,0
2016,10,1,12.5,10,6.5,6,5,5,1.4,0.8,1,1.9,0.7,2.1,0,0,2.8,2,5.1,2,6,2.2,2,3.8,4,6,3.1,7,4.8,1,0,21.8,25.6,21,22.4,24.7,20.5,22.9,26.7,19.9,2,2,2.5,0
2016,10,2,0,0,1,0,0,1,1.3,0.9,1.1,9,5.2,5.6,0,0,2.7,2,3.9,2,6,2.6,2,3.4,3,0,3.2,7,4.8,2,7,24.9,29.7,20.7,25,28.6,22,25.4,29.4,22.2,0,0,0.5,0
2016,10,3,6.5,11,4,2,5.5,1.5,1.6,0.7,0.9,0,0,0,0,0,3.7,2,6.1,4,4,3.1,4,5.6,3,6,2.6,4,5.2,4,7,23.2,25.2,19.9,23.2,25.6,19.9,23.4,26.9,20.3,1,2,0.5,0
2016,10,4,0,0,0,0,0,0,1.9,1,1.1,1.1,0.7,1.5,0,0,4.7,6,8.1,6,6,2.7,2,6.6,0,6,2.5,0,4.8,0,4,22.1,27.1,19.4,22.1,26.7,19,22.6,27.6,19,0,0,0,0
2016,10,5,3,9.5,12.5,2.5,6,6,1.9,1.8,1.9,0,0.3,1.2,0,0,7.1,6,13.1,6,6,5.2,4,10.3,0,4,8,6,15,6,2,21.8,25.1,17.4,22.3,26.5,17.6,23.1,27,18,2,3,4.5,0
2016,10,6,1,0,0,0.5,0,0,2.2,2.3,2.3,4,4.1,5.6,0,0,4.2,7,10,6,0,4.6,2,13.6,0,2,5,7,8.9,0,7,21.3,24.4,18.5,22,25.3,19.5,22.5,26.2,19.1,0.5,0,0,0
2016,10,7,0,0,0,0,0,0,2.3,2.4,2,6.4,7.6,8.7,0,0,4.9,4,8.1,4,4,5.9,7,13.2,1,4,3.9,1,7.7,1,2,20.5,25.1,14,20.8,24.6,17.9,20.9,25.1,15.5,0,0,0,0
2016,10,8,0,0,0,0,0,0,2.3,1.2,1.4,1,0.9,1.9,0,0,5.2,2,8.9,4,2,3,4,7.4,4,2,4.1,2,7.5,3,7,22.4,25.7,20.7,22.8,25.9,20.8,23.5,26.5,20.9,0,0,0,0
2016,10,9,16,45.5,46,8.5,28.5,28.5,2.3,2.6,2.3,0.6,0.7,2.1,0,0,5.3,0,10.9,7,0,6.8,6,14.3,7,2,5.8,7,12.2,6,7,18.8,22.1,15.1,19.5,23,16.7,20.3,24.5,17.2,4,7.5,10,0
2016,10,10,0,0,0,0,0,0,2.8,3.5,1.7,8.9,8.1,8.6,0,0,6.3,7,12,7,7,7.5,7,16,7,7,3.6,0,7,0,4,17,21.1,13.3,17.7,21.6,15.6,17.7,22.9,14.1,0,0,0,0
2016,10,11,0,0,0,0,0,0,1.6,1,1.3,1.6,2,2.5,0,0,3.7,6,6.2,6,6,3.4,6,6.6,7,6,2.3,2,3.8,4,4,16.2,20.3,12.1,16.4,19.2,12.5,16.7,19.9,13.1,0,0,0,0
2016,10,12,0,0,0,0,0,0,2.1,1.8,1.6,5.2,7.6,5.2,0,0,5.2,6,9.6,6,0,5.9,7,12.3,0,6,3.3,7,6.7,0,4,16.6,22.8,12.3,17,22.3,12.1,17.1,23.6,12.4,0,0,0,0
