年,月,日,今津降水量の合計(mm),南小松降水量の合計(mm),大津降水量の合計(mm),今津1時間降水量の最大(mm),南小松1時間降水量の最大(mm),大津1時間降水量の最大(mm),今津平均風速(m/s),南小松平均風速(m/s),大津平均風速(m/s),今津日照時間(時間),南小松日照時間(時間),大津日照時間(時間),今津最深積雪(cm),今津降雪量合計(cm),今津最大風速(m/s),今津最大風速方角(m/s),今津最大瞬間風速(m/s),今津最大瞬間風速方角(m/s),今津最多風向(16方位),南小松最大風速(m/s),南小松最大風速方角(m/s),南小松最大瞬間風速(m/s),南小松最大瞬間風速方角(m/s),南小松最多風向(16方位),大津最大風速(m/s),大津最大風速方角(m/s),大津最大瞬間風速(m/s),大津最大瞬間風速方角(m/s),大津最多風向(16方位),今津平均気温(℃),今津最高気温(℃),今津最低気温(℃),南小松平均気温(℃),南小松最高気温(℃),南小松最低気温(℃),大津平均気温(℃),大津最高気温(℃),大津最低気温(℃),今津10分間降水量の最大(mm),南小松10分間降水量の最大(mm),大津10分間降水量の最大(mm),遅延フラグ(遅延1)
2015,12,14,0,0,0,0,0,0,1.3,0.7,1,7.1,5.7,3.2,0,0,3.6,3,5.3,3,6,2.5,4,4,4,6,2.4,7,4,4,4,9,13.7,5.2,9,13.8,6,9.9,15.5,6.6,0,0,0,0
2015,12,15,3,2.5,6.5,1,1,4.5,1,0.6,0.7,2.9,4.2,5.13,0,0,2.6,2,3.2,0,6,2.5,2,3.5,2,2,2.2,2,3.7,2,3,10.6,14.7,5.8,10.8,13.1,6.8,12,16,8.6,0.5,0.5,3.5,0
2015,12,16,0,0,0,0,0,0,2.2,1.9,2.1,1.1,1.8,1.5,0,0,5.5,6,9.2,7,6,7.5,7,14.1,7,3,4.6,6,7.6,6,6,10.4,13.5,6.3,10.9,13.6,5.8,11.5,14.3,7.4,0,0,0,1
2015,12,17,17,9.5,0,5.5,3.5,0,3.1,3.1,3.5,6.6,5.2,3.5,0,0,9.1,6,16.3,6,6,7.6,6,16.1,6,6,7.1,6,12.6,6,6,4.9,9.4,0.6,6.1,9.1,2.2,6.6,9.6,3.7,1.5,1,0,1
2015,12,18,1,1,0,0.5,0.5,0,1.4,1,2.4,0,0,0,0,0,4.4,6,7.1,6,6,3.1,4,5.8,0,4,4.8,6,8,6,6,4.1,6.3,1.3,5,7.2,2.5,5.7,7.8,3.3,0.5,0.5,0,0
2015,12,19,5.5,9,0,2.5,5,0,1.9,1.9,1.9,0.6,0.4,0.4,0,0,4.4,0,9.6,7,0,4,0,12.9,0,1,4.6,6,7.3,6,7,5,8.1,0.9,5.8,8.1,1.8,5.8,8.7,2.4,1,1.5,0,0
2015,12,20,0.5,0,0,0.5,0,0,1.5,0.8,1.2,8.8,8.5,8.5,0,0,2.9,6,4.5,2,6,2.5,4,4.1,4,6,2.6,6,4.1,4,4,4.5,9.3,-0.2,4.8,9.2,-0.7,5.5,11,-0.1,0.5,0,0,0
2015,12,21,16,9.5,10,2.5,2,1.5,0.7,0.5,0.6,0,0,0,0,0,1.9,6,3.2,0,6,1.7,6,4.2,6,6,2.8,6,5.4,6,4,6.8,8.3,5.1,7.3,9.7,6,7.7,10.2,5.9,1,0.5,0.5,0
2015,12,22,0,1,0,0.5,0.5,0,2,1.4,1.1,4,2.3,4,0,0,5,0,9.1,0,6,3.8,0,10.9,0,0,2.1,7,4.1,0,4,7.5,12.1,2.4,8.8,12.7,3.3,8.3,12.7,3.4,0,0.5,0,0
2015,12,23,16,17,17,4.5,4.5,4.5,1,0.8,0.7,0,0,0,0,0,2.6,6,4.6,0,6,3,6,6.2,6,6,2.2,0,4.4,0,4,6,9.5,1.2,7.1,10.9,2.2,6.2,8.8,2.2,1.5,1,1,0
2015,12,24,2.5,2,0.5,2,1.5,1.5,1.7,0.8,1,3.6,3.4,3.7,0,0,5.1,6,9.6,6,6,2.6,3,4.3,0,6,2.9,6,5.3,5,4,11,14.7,7.8,10.5,14.5,8.4,10.7,15.2,8.3,0.5,0.5,0.5,0
2015,12,25,9,1,0,3,0.5,0,2,2.2,2.2,0.7,2.1,3.1,0,0,4.7,7,10.2,6,6,5.8,7,13.2,0,7,5,6,8.9,6,6,7.7,10.2,4.5,9.4,11.6,6.6,9.3,12.2,5.8,1,0.5,0,0
2015,12,26,0,0,0,0,0,0,2.5,1.8,2.4,5.7,5.4,7.7,0,0,5.9,6,9.8,6,6,4.5,6,10.1,6,6,4.4,5,9.5,6,6,7.3,11.2,3.6,7.6,10.9,3.5,7.7,10.9,4.2,0,0,0,0
2015,12,27,10.5,2,0,2,0.5,0,1.6,2.1,2.7,0,2.8,0.4,0,0,5.7,6,10.8,7,0,5.3,0,11.6,0,0,5,1,9.3,5,2,3.9,7.6,1.6,5.1,8.1,2.2,6.4,9,3.4,0.5,0.5,0,0
2015,12,28,0,0,0,0,0,0,1.6,1.5,1.6,1.4,2.9,5.7,0,0,5.2,6,9.9,6,6,7.4,6,12.6,6,6,5.7,6,9.6,6,4,3.8,6.7,1.3,4.6,7.8,1.8,4.4,8.6,0.6,0,0,0,0
2015,12,29,19,0,0,3.5,0,0,1.8,2.9,2.7,1.5,4.1,4.4,0,0,5.2,6,11.5,7,6,7.9,6,15.1,6,6,8.8,6,13.2,6,6,3,6,1.2,5.3,7.8,3.1,4.8,8.6,0.9,1,0,0,0
2015,12,30,1.5,0,0,1,0,0,1.1,1.1,1.4,2.2,4.8,5.9,0,0,2.3,0,4.6,0,6,4.2,2,6.6,2,6,3.2,6,5.3,6,4,3.5,7.2,0.2,4.2,7.9,0.8,4.2,9.4,0.1,0.5,0,0,0
2015,12,31,7,5.5,0,3,2,0,1.5,1.3,1.5,4.7,3.5,6.2,0,0,5.9,6,11.5,7,6,5.6,6,10.7,6,6,3.5,6,6.2,6,4,4.1,8.4,0.1,4.7,8.1,0.3,5.2,10.3,0.3,1,1,0,0
2016,1,1,2,4.5,0,1.5,3,0,1.7,1.3,1.8,5.7,4.7,6.3,0,0,4.7,6,8.2,6,6,4.1,0,10.3,6,7,4.7,6,8.5,6,4,4.5,9.9,0.5,5.7,9.4,1.4,5.6,10.4,2,1,1.5,0,0
2016,1,2,0,0,0,0,0,0,1.4,1,1.3,4.1,6.3,7.7,0,0,2.4,6,4.1,4,6,2.1,6,4.1,2,6,2.7,5,6.4,5,4,4.4,9.7,0.1,5.8,11,1,6.9,12.3,1.2,0,0,0,0
2016,1,3,0,0,0,0,0,0,1.2,0.6,0.9,7.4,5.1,7.6,0,0,2.3,6,3.7,3,6,2.3,2,3.4,4,6,2.3,7,3.6,4,4,6.4,11.9,1.3,6.4,10.7,2.3,7.2,13.2,3.3,0,0,0,0
2016,1,4,0,0,0,0,0,0,1.3,1.1,1,1.1,1.7,5.1,0,0,5.5,6,9.8,6,6,3.9,6,9.9,6,7,3.7,5,7.5,5,4,8.3,12.3,3.8,8.5,13,4.1,8.7,15.2,3.5,0,0,0,0
2016,1,5,1.5,0,0,1,0,0,1.7,1,1.7,2.6,2.4,2.2,0,0,4.1,6,8,6,6,3.4,4,7.5,7,4,5.6,6,8.2,6,6,7.6,12.5,4.4,7.9,11.7,3.3,7.9,11.4,3.9,0.5,0,0,0
2016,1,6,0.5,0,0,0.5,0,0,1.1,1.1,1.1,1.7,2.1,3,0,0,2.7,6,5.1,6,6,2.6,3,5.9,3,6,3.1,6,5.1,7,4,7.8,10,5.8,8.4,9.9,7.3,8.4,12,5.7,0.5,0,0,0
2016,1,7,11.5,0,0,2,0,0,1.8,1.9,2.5,1.5,3.2,3.6,0,0,4.5,6,8.6,7,6,5,6,11.1,0,6,5.1,6,9.4,6,6,5.6,8.1,3.8,7.4,9.8,4.6,7.6,10.1,5.2,1,0,0,0
2016,1,8,1,0,0,1,0,0,1.4,1.2,2,3.1,2.5,3.7,0,0,6.2,6,11,6,6,3.6,6,7.8,5,6,4.2,6,8.5,6,6,4.5,8.5,0.4,5.9,10,1.4,6.5,10.1,2.8,0.5,0,0,0
2016,1,9,3,0,0,2.5,0,0,1.6,2.1,2.2,4.1,2.9,8.4,0,0,4.5,6,8.3,6,6,5.6,6,11.6,6,6,6,6,8.8,6,6,4,8.2,1.3,5.6,8,3.7,6.1,10.3,2.2,1,0,0,0
2016,1,10,0,0,0,0,0,0,2.3,1.8,1.8,3.1,4.8,5.8,0,0,5.2,6,10.4,7,6,4.5,4,7.9,6,6,4,5,8.9,5,6,4.9,9.3,-0.2,7.1,9.8,2.7,6.6,10.6,2.8,0,0,0,0
2016,1,11,2,0,0,1,0,0,1.8,1.3,1.7,3.6,4.9,5.8,0,0,5.1,6,9.8,6,6,3,2,6.1,6,2,3.8,6,7,6,6,5.8,9.3,3.4,6.4,8.8,4.2,7.3,11.3,3.9,0.5,0,0,0
2016,1,12,1.5,0,0,1,0,0,2.4,2,1.6,6.1,4.4,2.7,0,0,4.9,7,9.8,7,6,6.1,7,12.7,0,0,4.1,6,6.9,6,4,4.5,8.1,1.2,5.4,8.7,2.4,5.7,9.5,1.7,0.5,0,0,0
2016,1,13,0,0,0,0,0,0,1.5,1.7,1.7,5.4,5.6,5.8,0,0,5,6,10,6,6,5.7,4,9.8,4,6,4.6,6,8.8,5,4,3.6,7.8,-0.1,4.6,8.9,0.2,4.1,8.2,-0.3,0,0,0,0
2016,1,14,0,0,0,0,0,0,2.5,2,2.1,7.9,7.2,6.1,0,0,6.1,6,12,6,6,4.6,6,9.1,4,4,4.9,6,7.8,6,3,3.6,9.3,-1.3,4.8,9,0.8,4.6,9.2,0.8,0,0,0,0
2016,1,15,0.5,0,0,0.5,0,0,2.9,2.6,1.9,6.7,8.4,6.4,0,0,6.4,6,10.6,6,6,7.6,6,13.4,7,6,5.2,6,8.2,6,6,4.2,7.8,2.3,5.1,8.8,1.5,4.3,9.3,0.4,0.5,0,0,0
2016,1,16,3.5,0,0,2,0,0,1.6,1.6,1.3,1.2,4,4.5,0,0,4.7,6,8.4,7,6,3.6,7,8.5,4,6,2.8,3,4.3,4,4,3.5,7.3,1.4,4.8,8.8,1.6,3.8,8.8,0.5,1,0,0,0
2016,1,17,5.5,6.5,3,3,3.5,2.5,1.6,0.8,1.5,1.2,2.7,3.8,0,0,7.5,2,10.4,2,6,2.6,6,5.5,4,6,3.2,2,6.7,0,4,4.2,7.6,0.4,3.9,6.4,0.4,3.6,6.9,-1.2,1,1,0.5,0
2016,1,18,18.5,19.5,9.5,3.5,4,2.5,4.1,2.6,3.3,1,1.3,0.5,0,0,9.2,2,15.6,6,6,9.3,6,15.6,6,6,7.5,6,13.3,6,6,7,10.1,3.6,7.8,11.6,3.4,7.7,9.9,4.5,1,1,1,0
2016,1,19,0,0,0,0,0.5,0,3.6,2.7,4.7,6.6,5.6,5.9,0,0,9.2,6,15.9,6,6,9,6,16.5,6,4,8.4,6,15.2,6,6,1.2,4.2,-1.8,1.4,3.7,-0.9,1.7,5,-0.6,0,0,0,1
2016,1,20,30,30.5,5,5.5,5.5,2,3.7,2.6,3.1,1,0.6,0.9,4,4,9.1,7,18.6,7,6,6.5,6,15.5,6,6,8,6,16.4,5,6,1.9,5.1,-1.3,1.2,5.2,-1,1.5,4.4,-1.4,3,1.5,1,0
2016,1,21,10.5,6.5,0,3.5,2,0,1.96,1.53,1.4,0.2,1,2.7,2,2,4.84,7,8.64,7,6,4.45,6,9.26,6,6,4.5,6,7.2,6,1,1.4,3.7,0.2,2.2,4.3,0.2,3.3,6.3,1,1,0.5,0,0
2016,1,22,0,0.5,0,0,0.5,0,2,1.8,1.7,4.1,6.1,6.1,0,0,4.5,0,8.9,0,6,5.2,0,11.3,2,0,5.5,1,10,1,1,1.8,5.2,-0.4,2.6,5.5,0.3,3.2,7.3,0.5,0,0.5,0,0
2016,1,23,1,0,0,0.5,0,0,2.5,1.9,1.9,2.2,1.1,0.3,0,0,9.3,6,17,6,6,9.6,6,19.2,6,6,6.5,6,12.1,6,4,1.5,4.5,-1.6,2.3,4.8,-0.8,2.8,6,-0.7,0.5,0,0,0
2016,1,24,0,0,0,0,0,0,4.9,3.9,4.9,9.2,8.6,8.4,0,0,9.1,6,15.5,6,6,9.3,6,16,6,6,9,6,15.5,6,6,-1.5,1,-5.3,-1.3,2.1,-4.4,-0.8,1.9,-3.8,0,0,0,1
2016,1,25,24.5,3.5,0,5.5,1,0,2.2,2.8,2.4,2.7,6.4,7.3,21,21,7,7,14.4,7,6,7.4,6,15.6,6,6,6,6,9.9,6,4,-1.3,1.8,-5.5,-0.3,3.7,-4.6,0.5,5.2,-4,2,0.5,0,0
2016,1,26,0,0,0,0,0,0,1.4,1,1.6,6.7,6.3,6.8,13,0,2.5,6,3.6,2,6,2.7,6,5.9,6,2,4,6,8.2,6,4,-1.1,3.9,-8.6,0.7,4.9,-5.6,2.7,8.3,-3.1,0,0,0,0
2016,1,27,0,0,0,0,0,0,1.7,1.6,1.7,6.3,5.6,4.5,7,0,3.6,7,7,7,6,3.7,2,7.6,6,6,4,6,8.5,6,6,2.6,8.6,-2.3,5.3,9.4,-0.2,6,10.5,2.2,0,0,0,0
2016,1,28,0,0,0,0,0,0,1.2,0.8,0.9,4.5,3.3,4.5,2,0,2.3,6,3.4,6,6,2.9,2,4.1,2,2,2.3,6,4.8,5,4,2.8,7.4,-2.4,4.6,8.4,-0.6,6,11.6,0.1,0,0,0,0
2016,1,29,43,41,48,6,4.5,8,1,0.4,0.8,0,0,0,0,0,2.9,6,5,6,6,1.8,6,3.4,2,6,2.4,7,4,7,1,4.7,6.7,2.6,6.4,7.6,5,6.4,7.2,5.4,1.5,1,2.5,0
2016,1,30,4,5,5.5,1.5,2,2,2.9,3,1.3,1.8,0.6,1.1,0,0,7.4,6,12.5,6,7,6.8,0,17.5,0,7,3.6,7,6.7,7,0,6.2,8.6,4.5,7,8.3,5.8,7.1,9.6,5.4,0.5,0.5,0.5,0
2016,1,31,0,0,0,0,0,0,1.9,1.7,1.6,7.5,6.8,7,0,0,4.7,7,9.1,7,0,3.8,1,13.3,1,2,3.8,7,7.5,5,6,6.2,9.3,2.1,6.5,9.6,3.3,7.2,11.3,4.6,0,0,0,0
2016,2,1,0,0,0,0,0,0,1.5,1.3,1.8,0,0.1,0.7,0,0,5,6,8.6,6,6,3.9,6,7.9,6,6,3.7,6,6.1,6,6,4.7,6.8,2.8,5.6,7.6,2.2,5.5,7.9,3.1,0,0,0,0
2016,2,2,0,0,0,0,0,0,2.2,1.6,1.5,6.7,6.2,5.1,0,0,5.7,0,10.4,0,6,5.8,0,11.3,0,2,4.3,1,8.2,2,1,4.2,8.2,2,3.7,8,0.3,4.2,8.9,1.7,0,0,0,0
2016,2,3,0,0,0,0,0,0,1.9,1.3,1.7,3.9,2.3,2.1,0,0,6.3,7,13,0,7,3.9,0,9.9,0,0,4.5,7,8.2,7,4,3.1,8.3,-1.4,3.4,7,-0.7,3.6,7.7,-0.3,0,0,0,0
2016,2,4,0,0,0,0,0,0,1.6,0.9,1.4,5.2,5.1,4.1,0,0,3.3,2,5.1,2,6,3.6,4,7.3,4,3,4,6,8.8,6,4,3,8.1,-1.9,3.5,9.1,-1.5,4.1,9.2,-1.1,0,0,0,0
2016,2,5,0,0,0,0,0,0,1.8,1.1,1.5,7.1,8.3,8.8,0,0,3.7,2,5.7,6,6,2.6,2,4.7,2,7,3.6,6,6.5,6,4,4.4,9.7,-0.1,4.5,9.3,0.4,5.3,10.6,0.8,0,0,0,0
2016,2,6,0,0,0,0,0,0,1.7,1.8,2.1,3,1.9,4.3,0,0,4.8,6,9.4,6,6,5.4,7,10.2,0,7,4.6,6,7.7,6,6,4.1,7.4,1.1,4.5,7.5,0.7,5,9.3,1.2,0,0,0,0
2016,2,7,0,0,0,0,0,0,2.8,3.4,1.9,8.3,4.7,5.4,0,0,7,0,13.5,0,0,8.4,0,19.5,0,7,4.5,1,9,1,1,2.1,5.7,-1.8,2.2,5.2,-1.8,3,6.8,-1.1,0,0,0,0
2016,2,8,0,0,0,0,0,0,1.5,0.9,1.7,9,9.6,10,0,0,3.3,2,4.4,2,6,2.6,2,4.2,6,2,4.6,6,7.7,5,4,1.6,7.3,-3.2,2,7.3,-3.3,3.5,9.9,-2.8,0,0,0,0
2016,2,9,21,2,2,5,0.5,1,3.9,3.3,4.3,3.2,5,4.2,0,0,10,6,16.9,6,6,8.1,6,16.7,6,6,9.3,6,15.1,6,6,2.3,8.6,-1.6,4.6,9,-0.1,5.7,8.7,2.5,2,0.5,0.5,1
2016,2,10,4.5,3.5,0,3,1.5,0,2.6,1.9,2.3,2.9,1.7,5.6,0,0,6.3,6,13.3,6,7,5,6,12.8,6,4,6.2,7,10.5,0,6,3.3,6.3,-0.3,3.4,6.5,1.1,4.1,7.7,1.1,1.5,0.5,0,0
2016,2,11,0,0,0,0,0,0,2.2,1.2,1.3,10.3,9.7,10,0,0,4.7,6,8.4,0,6,2.9,4,4.8,4,4,2.8,6,4.9,7,4,3.6,10.6,-1.2,4,8.7,0,4.5,11.8,-0.9,0,0,0,0
2016,2,12,0,0,0,0,0,0,1.7,0.9,1.5,0,0,1,0,0,4.9,2,7.7,2,2,2.6,6,5.1,6,6,4,2,7.1,2,2,6.4,9.2,0,7.5,10.3,1.6,6.8,13.1,0.6,0,0,0,0
2016,2,13,23.5,31,29,6,9.5,7.5,1.1,0.8,0.8,0.7,0.2,0.4,0,0,3.9,2,7,2,0,3,6,5,6,6,2,6,3.8,0,6,10.3,13.7,7.7,10.7,13.7,7.8,10.2,13.9,7.8,2,2.5,2,0
2016,2,14,13.5,19.5,28,5.5,6.5,11,1.7,1.4,2.6,0.9,0.9,4.4,0,0,5.6,7,12.4,6,0,8.5,7,18.5,7,2,6.8,6,13.9,5,6,11.8,16.6,8.2,12.2,17,10,13.9,20.3,10.2,1.5,2,6.5,0
2016,2,15,2,2.5,0.5,0.5,1,0.5,2.9,4,3.3,2,2.2,0.5,0,0,8.1,7,13.9,7,6,10,7,19,7,0,6.5,6,10.7,6,6,3.3,8.3,0,4,10.2,0.2,5.2,10.4,1.8,0.5,0.5,0.5,0
2016,2,16,6.5,0.5,0,4,0.5,0,1.96,2.1,2.4,8.9,7.6,5.8,9,9,4.84,7,8.64,7,6,5.6,6,10.7,6,6,4.9,6,9.8,6,5,1.7,6.9,-1.6,2.8,6.7,0,3.5,7.1,0.2,1,0.5,0,0
2016,2,17,12,0.5,0,3.5,0.5,0,1.8,3.1,3.4,0.4,6.6,7.3,0,0,5.9,6,11,6,6,7.9,6,14.1,6,6,7.9,6,12.8,6,6,1.2,4,-1.5,3.8,6.3,0,4.5,7.2,0.8,1.5,0.5,0,0
2016,2,18,0,0,0,0,0,0,1.96,1.3,1.5,8.5,10,10.2,0,0,4.84,7,8.64,7,6,4,4,7,4,4,3.5,6,8,5,4,2.9,8.2,-0.5,4,10.4,-1.3,4.5,10.9,-1.3,0,0,0,0
2016,2,19,0,0,0,0,0,0,1.6,0.9,1.1,8.5,7.6,6.8,0,0,3,2,4.3,3,6,3.5,2,5,1,2,3.5,6,7.4,5,4,5.5,11.7,-0.3,6.2,11.6,0,7.5,14.2,1.2,0,0,0,0
2016,2,20,27,30.5,25,6.5,9,8,1.4,1,1.2,0,0,0,0,0,4,6,7.3,6,6,2.9,0,6.4,3,0,3.8,7,6.6,7,1,6.5,8.4,4.2,7.1,8.5,5.6,7.1,9.1,5.6,1.5,3,2.5,0
2016,2,21,7.5,0.5,0,2,0.5,0,3.2,4.2,3.9,3.2,3,6.9,0,0,7.2,7,13.4,7,7,13.8,7,23.2,6,7,8,6,13.3,6,6,5.5,8.4,2.8,6.1,8.7,3.7,6.7,9.5,4.1,1,0.5,0,0
2016,2,22,0,0,0,0,0,0,1.4,1.3,1.7,2.3,1.3,1.3,0,0,3.3,7,8.5,6,6,3.6,2,11.7,1,3,4.5,6,7.2,6,6,5.2,8,2.8,5.5,7.1,3.9,5.8,9.1,3.5,0,0,0,0
2016,2,23,2.5,0,0,2.5,0,0,1.9,1.1,1.5,6,3.9,2.1,0,0,4.4,6,9.1,6,6,3.3,0,7.9,0,2,3.5,6,6.5,7,6,6.2,11.1,1.3,6.7,10.5,3.2,7.4,10.5,3.9,1.5,0,0,1
2016,2,24,4.5,1,0,2,0.5,0,2.9,2.3,2.8,0.1,0.3,3.8,2,2,5,0,10.4,0,6,4.3,0,13.5,0,2,4.7,7,9.1,7,1,2.6,6,0,2.7,6.5,0.4,3.9,7.7,0.9,1,0.5,0,0
2016,2,25,2.5,0,0,1,0,0,1.96,2.3,2.7,9.5,6.8,8.5,2,1,4.84,6,8.64,7,6,7.7,6,13.5,6,6,5.8,6,9.5,5,6,2.3,7.8,-2.7,3.3,7,-0.3,4.1,9.1,0.3,0.5,0,0,0
2016,2,26,0.5,0,0,0.5,0,0,2.4,2.2,2.6,5.9,6.8,6.4,0,0,6.7,6,12.8,7,6,6.7,7,12.9,7,6,5.4,6,11.5,5,6,2.9,7.5,-0.6,4,8.3,0.1,4.5,9.2,0.5,0.5,0,0,0
2016,2,27,0.5,0,0,0.5,0,0,1.3,1.4,2.1,3.9,5,6.3,0,0,2.9,7,6.2,6,2,4.9,6,11.5,6,6,5.2,6,12,5,6,4.9,9.8,-0.4,5.9,12.1,-0.1,6.5,13.1,-0.4,0.5,0,0,0
2016,2,28,0,0,0,0,0,0,1.3,1,1.3,9.9,9.9,10,0,0,2.3,2,4,2,6,3.2,2,4.5,2,2,2.9,7,6.5,4,7,6.4,12.5,0.7,6.9,11.6,1.8,8.4,16,2.4,0,0,0,0
2016,2,29,14,6.5,10.5,4.5,3,4,3,2.6,2.3,0,0.1,0,7,7,7.6,6,16.3,7,7,10.9,6,19.8,6,7,7.6,6,14.1,6,6,4.3,8.1,-0.8,5.3,9,-1,5.2,7.6,-0.5,2,1,2,0
2016,3,1,4,8,1,1.5,2.5,1,2.9,1.6,3.3,1.8,1.1,5.6,7,2,7.9,7,16.5,0,6,5.3,7,22,1,4,5.9,6,10.2,6,6,0.6,3.7,-1.3,0.1,2.5,-1.9,1.4,4.4,-0.5,0.5,1,0.5,0
2016,3,2,0,0,0,0,0,0,1.6,1.4,2,5.9,5.4,7.3,0,0,3.7,6,6.9,6,6,3.8,4,7.8,4,4,4.6,6,7.8,6,6,2.4,8,-2.8,3.2,7.9,-1.3,4.3,9.6,0,0,0,0,0
2016,3,3,0,0,0,0,0,0,1.5,0.9,1.2,4.1,8.3,10.1,0,0,3,0,5.5,0,6,3,2,4.3,2,2,3.2,6,5.7,5,4,4.2,10.9,-1.1,4.7,10.4,-0.6,6.1,13.5,-0.6,0,0,0,0
2016,3,4,0,0,0,0,0,0,1.5,0.7,1.2,10.5,7.2,9.7,0,0,2.7,2,3.8,2,6,2.5,2,3.3,2,2,3.4,5,6.2,5,6,7.3,14.9,0.3,7.1,13.7,1.3,8.5,17.5,1.9,0,0,0,0
2016,3,5,0.5,0.5,0,0.5,0.5,0,2,0.9,1.3,6.3,5.4,4.4,0,0,6.6,2,10.1,2,6,2.5,6,5.4,6,2,3.6,2,6.1,3,6,11.3,15.9,7.4,11.5,15.4,8.2,11.6,15.7,8.9,0.5,0.5,0,0
2016,3,6,0,0,0,0,0,0,1.5,1.2,1,1.8,2.7,2.6,0,0,5.5,2,8.4,2,2,2.9,4,6.3,4,6,2.9,4,6.4,4,6,13.2,15.9,9.7,14.4,17.9,9.4,13.7,20.7,7.7,0,0,0,0
2016,3,7,0.5,0,0,0.5,0,0,1.4,0.8,1.1,1.6,3.4,0.8,0,0,3.4,6,5.4,6,6,2.8,4,4.3,3,6,3.4,1,5.7,1,6,13.3,18.9,8.5,13.6,18.9,9.1,14.1,19.1,10.7,0.5,0,0,0
2016,3,8,0,0,0,0,0,0,1.6,1.2,1.4,1.8,0.4,0.3,0,0,4,0,10.1,0,6,5,7,10.4,7,4,3.8,2,6.3,2,4,11.5,17.5,7.2,11.3,14.3,7.6,11.8,15.1,9,0,0,0,0
2016,3,9,25.5,26,28.5,4.5,5,6,1.9,1.8,1.8,0,0,0,0,0,5.3,6,9.2,7,7,7.5,7,15.5,6,7,3.6,6,6.6,7,2,7.4,10.7,4.6,8.2,11.3,6,8.3,11,6.3,1,1.5,1.5,0
2016,3,10,0,0,0,0,0,0,3.2,4.1,1.8,1.1,0,0.9,0,0,5.9,6,12.5,7,0,8.8,7,19.5,0,7,4.5,7,10,0,1,5.6,8.8,3.9,6,8.2,5,6.5,9.4,4.6,0,0,0,0
2016,3,11,0,0,0,0,0,0,2.5,2.8,1.8,4.8,4.6,6.3,0,0,5.3,0,10.7,0,0,5.8,7,11.4,0,0,4.2,1,9.1,2,0,4.8,9,1.6,5.4,9,2.9,5.5,11.7,1.4,0,0,0,0
2016,3,12,0,0,0,0,0,0,2.5,2.6,1.6,8,6.4,8.3,0,0,5.6,6,8.6,6,6,7,7,12.3,7,7,3.9,1,7.3,0,4,4.5,9.6,0.2,5.2,9.5,0.6,4.8,11.5,-0.4,0,0,0,0
2016,3,13,2.5,2.5,5,1.5,1.5,1.5,1.3,1,1.2,4.4,5.2,4.8,0,0,3.6,2,4.6,2,6,4,2,6.2,2,2,4,7,5.9,7,4,5.6,10.5,-0.3,5.7,10.4,-0.2,6.2,11.5,0.4,0.5,0.5,0.5,0
2016,3,14,9.5,11.5,19.5,1.5,2.5,3,2.8,2.8,1.6,0,0,0.2,0,0,6.9,0,13.3,0,0,8.1,7,19.8,0,0,3.9,7,8.7,6,1,5.9,7.3,4.2,6,7.6,4.2,6.2,8.1,4.6,0.5,0.5,0.5,0
2016,3,15,5.5,4.5,0.5,2.5,2,0.5,3.2,2.6,2.9,3.9,6,7.2,0,0,6.7,7,12,7,7,5.9,0,16.6,7,0,5.7,7,11.5,7,6,5.2,8.6,0.3,5.9,9.1,1.2,6.4,10.6,1.5,1,1,0.5,0
2016,3,16,0,0,0,0,0,0,1.3,0.7,1.2,3.9,1.8,3.1,0,0,3,2,4.4,3,6,2,2,3.3,3,2,3.3,7,5.6,7,4,4.4,9.6,-1.5,4.6,9,-0.8,5.6,13.2,-0.2,0,0,0,0
2016,3,17,0,0,0,0,0,0,1.6,0.8,1.4,11.2,10.8,11.1,0,0,2.8,3,4.1,2,6,2.6,2,4.2,2,2,2.8,7,4.2,4,4,8,16.3,0.5,8.3,17.3,1,9.8,18.5,1.9,0,0,0,0
2016,3,18,8,5,3.5,3,2.5,2,1.4,0.8,1.2,3.8,2.3,4.2,0,0,5.3,2,8,2,6,2.6,6,4.3,6,6,3.6,6,5.4,6,4,10.4,15.4,2.7,10.6,15.8,4,11.2,16.2,5.1,1,1,1,0
2016,3,19,23.5,17.5,12,8.5,7,9,2,1.7,1.8,0.1,0.2,1.2,0,0,6.3,7,11.9,7,7,5.8,0,15.6,0,0,6,7,9.8,7,7,12.6,17.2,9.3,12.9,16.6,9.8,13.2,16.9,10.2,3,2,3,0
2016,3,20,0,0,0,0,0,0,3.4,2.5,3.2,0,0.7,5,0,0,6.1,7,12.5,7,7,5,7,13.7,0,1,5.5,7,10.9,0,7,8.5,9.4,7,9.2,11.5,7.4,10,13.2,8,0,0,0,0
2016,3,21,0,0,0,0,0,0,3.4,3.2,2.5,8.6,10.2,10.3,0,0,8.1,7,15.3,0,7,6.8,7,14,7,0,5.3,7,9.1,0,7,6.8,10.8,1.8,7.4,10.8,2.5,8.3,13.2,3.3,0,0,0,1
2016,3,22,0,0,0,0,0,0,1.6,1,1.6,9.8,10.3,10.6,0,0,2.9,2,5.1,2,6,3,2,4.7,2,2,3.8,5,8.5,4,4,6.6,13.4,-0.6,6.7,12.6,0,8.9,17.3,0.5,0,0,0,0
